candidate_id,name,source,discovery_sources,website,email,contact_url,country,region,nearest_city,lat,lng,setting,individual_vs_org,service_type_claimed,facilitates_ayahuasca,access_model,legal_status_note,year_founded,capacity,website_primary_language,languages_offered,retreat_lengths_nights,ceremonies_per_retreat,other_plant_medicines,dieta_offered,integration_support_offered,additional_services,price_amount_min_original,price_amount_max_original,price_currency_original,price_min_usd,price_max_usd,price_per_night_usd_min,price_per_night_usd_max,price_as_of_date,whats_included,notable_exclusions,sliding_scale_or_scholarships,indigenous_affiliation_display,indigenous_partnership_claimed,indigenous_leadership_claimed,named_lineage_claimed,lineage_tradition,facilitation_tradition_verbatim,named_indigenous_language,named_team,n_healers,n_facilitators,n_team_total,facilitation_described,healer_facilitator_distinguished,healer_role_term_verbatim,facilitator_role_term_verbatim,n_named_female,n_named_male,n_named_gender_nd,sourcing_claim,reciprocity_claim,benefit_share_amount_claimed,community_benefit_claims,safety_screening_claimed,medical_disclaimer_present,medical_support_onsite_claimed,ssri_maoi_policy_stated,safety_incidents_count,review_sources,notable_press_mentions,confidence_overall,scrape_origin,source_archive_url,source_urls,scraped_at
web_search:aldeiarizoma.com,Aldeia Rizoma,web_search,web_search,https://aldeiarizoma.com/,contato@aldeiarizoma.com,,Brazil,Rio de Janeiro,Paraty,-23.2196461,-44.7154196,jungle,organization,retreat_package; other,False,retreat_package,CNPJ: 53.290.514/0001-95,,120,portuguese,portuguese; english,,,,False,,sauna; temazcal; trilhas (hiking trails); cachoeiras (waterfalls); yoga; massages; jungle gym; lounges/fire pits/decks; Galeria Selvagem (art gallery in forest); gastronomia (community gastronomy experience); retiros (retreats); educational and adventure tours,,,,,,,,,,,,no-stated-affiliation,False,False,,,,,,,,,False,,,,0,0,0,,True,,"Apoiamos a causa indígena e valorizamos a ancestralidade criando pontes. (We support the indigenous cause and value ancestry by building bridges.) [https://aldeiarizoma.com/]; A Aldeia Rizoma capacita e contrata membros da comunidade local para todo o seu funcionamento. (Aldeia Rizoma trains and hires local community members for all its operations.) [https://aldeiarizoma.com/]; Agrofloresta: área reflorestada com árvores nativas. (Reforested area with native trees, formerly farmland, now agroforest.) [https://aldeiarizoma.com/]; Gastronomia feita pela rede de cozinheiras da comunidade. (Gastronomy made by the community's network of cooks.) [https://aldeiarizoma.com/]",False,False,False,False,0,,,medium,,,https://aldeiarizoma.com/,2026-07-22T12:14:11.966126+00:00
google_places:aldeiarosadourada.org.br,Aldeia Rosa Dourada,google_places,google_places,http://aldeiarosadourada.org.br/,,http://aldeiarosadourada.org.br/,Brazil,,,-10.3333333,-53.2,unclear,organization,ceremony_facilitation,True,,,,,portuguese,Portuguese,,,,,,Roda de Cura (weekly healing circle); Curso de Xamanismo (shamanism courses); Atendimentos (individual sessions); Autoconhecimento (self-knowledge),,,,,,,,,,,,trained-in-lineage,False,False,,xamanismo; neo-shamanic,Xamanismo,,Irineu Deliberalli (Terapeuta Transpessoal/Xamânico),,1,,True,only_facilitator_described,,Terapeuta Transpessoal/Xamânico,0,1,0,,False,,,False,False,False,False,0,,,medium,,,http://aldeiarosadourada.org.br/,2026-07-22T12:14:14.314762+00:00
safe_ceremonies:uni-tribus-aldeia-da-vida-prayer-circle; web_search:aldeiadavidaoficial.com,Aldeia da Vida,safe_ceremonies; web_search,safe_ceremonies; web_search,https://www.aldeiadavidaoficial.com/,karla.unitribus@gmail.com,https://www.aldeiadavidaoficial.com/,Brazil,Pernambuco,Recife,-8.0584933,-34.8848193,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,Instituto Espiritual Aldeia da Vida CNPJ: 59.925.889/0001-60,2019,120,portuguese,portuguese,34,multiple (sessões e cerimônias durante a dieta),rapé/hape; mapacho/tobacco (Rapé de Rumē referenced); uni (ayahuasca/cipó); caiçuma; Rapé (Rumē); Uni (Ayahuasca); Caiçuma (bebida de macaxeira); Urucum; Nane (jenipapo),True,during_only,"Apoio de pessoas da aldeia; Reuniões com Matsini para perguntas e orientações; Pinturas corporais tradicionais (Urucum, Nane, desenhos Kene); Camping area; Banho de rio natural; Banho Energético; Cerimônias diurnas; Cerimônias noturnas; Espelho da Alma (sessão individual mediante agendamento)",19000,19000,BRL,3671.06,3671.06,108,108,2025-09-04,"2 diárias em hotel em Cruzeiro do Sul (1 na ida, 1 na volta); Translado aeroporto ↔ hotel ↔ Vila de São Vicente; Transporte fluvial Vila ↔ Aldeia Mutum; Apoio de pessoas da aldeia; Reuniões com Matsini; Sessões e cerimônias com Uni e Rapé; Cantos e histórias; Espaço privativo no centro espiritual do Mutum; Pintura corporal com Urucum e Nane (Kene)",Passagens aéreas,False,indigenous-healer-on-staff,True,False,"Cacique Matsini Yawanawá, líder espiritual da Aldeia Mutum; aliança com o povo Yawanawá",Yawanawá,tradição Yawanawá,Yawanawá,"Matsini Yawanawá (cacique, liderança espiritual); Leandro Valente (fundador, facilitador); Isabelle Santos (facilitadora, co-fundadora); Matsini Yawanawá (Cacique; liderança espiritual); Leandro Valente (fundador; guardião e estudante da cultura); Isabelle Santos (fundadora; guardiã e estudante da cultura)",1,2,,True,distinct_roles,"cacique, liderança espiritual",facilitadores,2,3,1,community_sourced,True,,"Aldeia da Vida nasceu em uma aliança junto ao cacique Matsini Yawanawa. É através dessa amizade que o Nordeste se une ao Acre numa só floresta, fortalecendo tradições e aprofundamentos espirituais tradicionais das medicinas sagradas. [https://www.aldeiadavidaoficial.com/about-1]; Os Yawanawa têm trabalhado incansavelmente para cuidar e cultivar seu território, resgatar suas raízes culturais e estabelecer relações econômicas, políticas e sociais com o mundo fora da floresta. [https://www.aldeiadavidaoficial.com/about-1]; Nossos eventos visam a valorização, estudo e fortalecimento da cultura indígena. [https://www.aldeiadavidaoficial.com/about-1]; Os Yawanawá têm trabalhado incansavelmente para cuidar e cultivar seu território, resgatar suas raízes culturais e estabelecer relações econômicas, políticas e sociais com o mundo fora da floresta. [https://www.aldeiadavidaoficial.com/about-1]; A Aldeia da Vida nasceu em uma aliança junto ao cacique Matsini Yawanawa. É através dessa amizade que o Nordeste se une ao Acre numa só floresta, fortalecendo tradições e aprofundamentos espirituais tradicionais das medicinas sagradas. [https://www.aldeiadavidaoficial.com/about-1]",False,False,False,False,0,,,high,US,,https://safeceremonies.com/listings/uni-tribus-aldeia-da-vida-prayer-circle/; https://www.aldeiadavidaoficial.com/; https://www.aldeiadavidaoficial.com/about-1; https://www.aldeiadavidaoficial.com/post/dieta-espiritual-com-cacique-matsini-yawanawa,2026-07-22T12:13:42.213976+00:00
retreatguru:11275,AmanheSer Retreat Centre,retreatguru,retreatguru,https://amanhe-ser.com/,,https://amanhe-ser.com/,Brazil,Santa Catarina,Garopaba,-28.0274798,-48.6240197,coastal,organization,ceremony_facilitation; retreat_package; preparation; other,True,retreat_package,,,4,portuguese,English; Spanish; Portuguese; German,3; 8; 10,,,,aftercare_included,breathwork; meditation; somatic/embodiment practices; inner child work; osteopathy; individual/private sessions; integration support; pick-up/transfer service; yoga studio; sauna; spa; pool; hot tub; bicycles for rent,300,2056,USD,300,2056,30,685,2026,two nourishing meals and a wholesome snack per day; guided sessions; integration support; accommodation,airport transfer (available as paid option),False,trained-in-lineage,True,False,Madhá-Yawanawá,Yawanawá,Ancestral Wisdom with Madhá-Yawanawá,,Maria (Guide); Pajé (Pajé); Ratsuhá (Guide); Vesku (Guide); Runuiná (Guide); José (Guide),,,8,True,distinct_roles,Pajé,Guide,1,0,5,unspecified,False,,,False,False,False,False,0,RetreatGuru None (0),,medium,,,https://amanhe-ser.com/; https://retreat.guru/centers/11275-1/amanheser-retreat-centre,2026-07-22T12:13:58.436530+00:00
retreatguru:11100,Amazon Retreats – Ayani Village,retreatguru,retreatguru,https://www.amazonretreats.com.br,,,Brazil,Acre,Feijó,-8.1648652,-70.3539579,jungle,organization,ceremony_facilitation; retreat_package; preparation,True,retreat_package,"Ayahuasca is legal in Brazil; village follows government (CONAD) protocols on the use of Ayahuasca. Currently regulated use is reserved for indigenous villages, registered churches, and scientific research use.",,,english,english; portuguese,,,rapé/hapé; kambo; herbal baths,True,ongoing,yoga classes; meditation; pranayama; breathwork; sharing circles; one-on-one integration support; herbal baths; kambo sessions; rapé ceremonies,,,,,,,,,ayahuasca ceremonies; traditional practices subject to individual needs; nutritional ayahuasca-dieta-friendly meals; consultations and ongoing guidance from healers; integration support during and after retreat; accommodation,,,indigenous-led,True,True,Shanenawa lineage of ayahuasca healing in Brazilian Amazon,Shanenawa,Shanenawa,Shanenawa (pakari – traditional songs),Tsatsani Shanenawa (Cacique); Peyrani Shanenawa (Curandeira); Naynawa Shanenawa (Curandeiro); Axi Shanenawa (Txana); Muka Shanenawa (Txana); Tuim Shanenawa (Txana); Lucas Bragagnollo (Yoga Teacher); Alexandre Tondo (Integration Facilitator),6,2,,True,distinct_roles,"curandeira, curandeiro, txana, shaman, cacique","integration facilitator, yoga teacher, Western facilitator",1,1,6,community_sourced,True,,"Sustainable tourism generates income that stays in the village, funds environmental protection, and strengthens community resilience. [https://www.amazonretreats.com.br/the-forest]; Promoting the ancestral rituals with our traditional medicine is a way to preserve the knowledge and identity of our people in the 21st Century. It's a resistance in such a globalized world that tends to invisibilize indigenous cultures. [https://www.amazonretreats.com.br]; All the medicines we take here are planted directly from the tribe, in our soil. [https://www.amazonretreats.com.br]; What is taken from nature must be given back in some way. It is not enough to use; one must maintain, protect, and restore. [https://www.amazonretreats.com.br/about-1]",True,True,False,True,0,,,medium,,,https://www.amazonretreats.com.br; https://www.amazonretreats.com.br/about-1; https://www.amazonretreats.com.br/family; https://www.amazonretreats.com.br/healthy-1; https://www.amazonretreats.com.br/integration; https://www.amazonretreats.com.br/plant-medicines; https://www.amazonretreats.com.br/preparation; https://www.amazonretreats.com.br/the-forest,2026-07-22T12:13:39.656406+00:00
google_places:avevenus.com,Ashram Cultural AveVenus,google_places,google_places,http://www.avevenus.com/,,,Brazil,São Paulo,São Paulo,-23.5506507,-46.6333824,urban-adjacent,organization,ceremony_facilitation; retreat_package; other,True,congregational_ceremony,,,,portuguese,portuguese,,,,,,"yoga (intensive, group classes); transpersonal therapy; Ayurvedic massage therapy; Saucha massage; AyaYoga; bioelectric breathwork laboratory; SAMA - Dervish Meditation; bioenergetic meditation; body catharsis corporal therapy; film screening (Cine AveVenus); drum workshop (Baticum); PsicoDetox; individual sessions; room rental",,,,,,,,,,,,no-stated-affiliation,,,,,,,,,,,False,,,,0,0,0,,,,,False,False,False,False,0,,,low,,,http://www.avevenus.com/,2026-07-22T12:13:37.980628+00:00
google_places:casacaminhodeluz.org.br,Associação Beneficente Caminho de Luz,google_places,google_places,http://casacaminhodeluz.org.br/,,http://casacaminhodeluz.org.br/,Brazil,Acre,Rio Branco,-9.9765362,-67.8220778,,organization,ceremony_facilitation,True,congregational_ceremony,"Entidade filantrópica sem fins lucrativos (non-profit philanthropic entity). Religious use of Hoasca regulated under Brazilian CONAD Resolution No. 1, published in the Diário Oficial da União on 26 January 2010.",2001,,portuguese,Portuguese,,,,,ongoing,Reuniões de mútua ajuda (mutual aid meetings); Atendimentos individuais (individual consultations); Atividades educativas (educational activities); Atividades lúdicas (recreational activities); Atividades laborativas/profissionalizantes (vocational/professional activities); Atividades agroindustriais (agro-industrial activities),,,,,,,,,,,,trained-in-lineage,False,False,,,sessões espirituais (spiritual sessions) using Ayahuaska/Hoasca,,José Muniz de Oliveira (Fundador),,,,False,,,,0,1,0,unspecified,False,,Entidade filantrópica sem fins lucrativos com objetivo de RECUPERAR E REINSERIR NA SOCIEDADE PESSOAS DEPENDENTES DE ÁLCOOL E OUTRAS DROGAS (non-profit philanthropic entity aimed at recovering and reintegrating people dependent on alcohol and other drugs into society). [http://casacaminhodeluz.org.br/],False,False,False,False,0,,,medium,,,http://casacaminhodeluz.org.br/,2026-07-22T12:13:49.232632+00:00
ayaadvisors:ayawakening-ayahuasca-mastermind,AyAwakening – Ayahuasca Mastermind,ayaadvisors,ayaadvisors,,,,Brazil,Sao Paulo,Santos,-23.9609448,-46.3166316,other,individual_practitioner,ceremony_facilitation; retreat_package; preparation,True,retreat_package,,,,english,English; Portuguese,2; 10,,,False,aftercare_included,afterglow workshop; mindfulness integration; scientific information about ayahuasca; microdosing mentioned by reviewer,340,900,USD,340,900,34,450,,,,False,no-stated-affiliation,False,False,,,,,Daniel (facilitator / guide),,1,,True,only_facilitator_described,,facilitator / guide,0,1,0,unspecified,False,,,False,False,False,False,0,AyaAdvisors 5.0 (4),,medium,,,https://ayaadvisors.org/listing/ayawakening-ayahuasca-mastermind/,2026-07-22T12:14:00.489674+00:00
web_search:ayahuasca-retreat-brazil.com,Ayahuasca Retreat Brazil,web_search,web_search,https://www.ayahuasca-retreat-brazil.com,ayahuascabrazilsalvador@gmail.com,https://www.ayahuasca-retreat-brazil.com/kontakt,Brazil,Bahia,Salvador da Bahia,-12.9541247,-38.4384872,other,organization,ceremony_facilitation; retreat_package; preparation,True,retreat_package,Ayahuasca is fully legal in Brazil; site registered as MM Brasil Servicos de Tourismo ME. Brazilian government recognises ayahuasca as a sacramental plant drink since 1987.,,9,german,german; portuguese,3; 6; 13; 27,1 per standard retreat; Anti-Depressions-Retreat: 4; Burnout-Recovery-Retreat: 2,rapé; sananga; yopo,False,aftercare_included,Yoga (Flow Brazil style); Meditation; Full-body massage; Reiki; City tour Salvador da Bahia; Beach tour to Praia do Forte; Rapé (optional ceremony add-on); Sananga (optional ceremony add-on); Yopo (purchasable at Luz da Gaya); Fire purification (Feuerreinigung) during ceremony; Extra accommodation nights,4450,9990,BRL,859.8,1930.21,32,643,,Accommodation (3-star hotel with breakfast); Healthy dinner; Ayahuasca ceremony with up to 3 doses; Personal Guardian during ceremony; Flow Brazil Yoga & Meditation sessions (1h each); Full-body massages (1h each); Fruit plate at lunch; 1.5L water bottle and 2 detox juices per day; Round-trip airport transfer (flight arrivals only),"Rapé and Sananga (optional, not included); Extra excursions; Additional overnight stays; Reiki; Fire purification ceremony; Yopo, Tepi, Kuripe purchases at Luz da Gaya centre",False,trained-in-lineage,False,False,,,traditionelle Ayahuasca Zeremonien,,Eduardo (Schamane); Tais (Schamanin und Psychologin); Markus (Gastgeber); Manfred (Gastgeber); Esperança (Flow Brazil Yoga Meditation); Marta (Yoga / Meditation); Leide (Masseurin); Claucia (Masseurin),2,,8,True,distinct_roles,Schamane / Schamanin,Guardian,3,1,4,unspecified,False,,,True,True,False,True,0,,,high,,,https://www.ayahuasca-retreat-brazil.com; https://www.ayahuasca-retreat-brazil.com/; https://www.ayahuasca-retreat-brazil.com/ber-uns; https://www.ayahuasca-retreat-brazil.com/blog; https://www.ayahuasca-retreat-brazil.com/galerie; https://www.ayahuasca-retreat-brazil.com/kontakt; https://www.ayahuasca-retreat-brazil.com/kopie-von-4-tage-ayahuasca-retreat-3; https://www.ayahuasca-retreat-brazil.com/kopie-von-4-tage-ayahuasca-retreat-4; https://www.ayahuasca-retreat-brazil.com/zeremonie,2026-07-22T12:13:44.195156+00:00
google_places:ayalegitima.com.br,Ayameditação Protocolo Segurança,google_places,google_places,http://www.ayalegitima.com.br/,ayameditacao@gmail.com,http://www.ayalegitima.com.br/,Brazil,Paraná,Curitiba,-25.4295963,-49.2712724,urban-adjacent,organization,ceremony_facilitation; retreat_package; other,True,congregational_ceremony,CNPJ 10.328.905/0001-49; operates under Brazilian law and CONAD resolution; all activities stated as legalized,,,portuguese,portuguese,,,,False,,microdose ayahuasca (drops); concentrated pure ayahuasca product; facilitator training courses; meditation sessions,59,59,BRL,11.4,11.4,,,2024-08-29,"Ayahuasca (pure, 100% natural); safety protocol; health team support",,,no-stated-affiliation,False,False,,,,,Albert Steiner (Médico); Alanna Ajzental (Médica); Rosangela Favero (Biomédica); Milla Selenko (Psicóloga),,,,True,only_facilitator_described,,,3,1,0,unspecified,False,,Recursos utilizados na Organização para projetos (resources used in the Organisation for projects) [http://www.ayalegitima.com.br/],True,True,True,False,0,Google None (173),,medium,,,http://www.ayalegitima.com.br/,2026-07-22T12:13:55.650141+00:00
thirdwave:ayawakening-personalized-retreats-ceremonies-in-brazil; web_search:ayawakening.com,Ayawakening,thirdwave; web_search,thirdwave; web_search,https://ayawakening.com/,,,Brazil,São Paulo,Santos,-23.9609448,-46.3166316,coastal,organization,ceremony_facilitation; retreat_package; preparation,True,retreat_package,,,25,english,,,multiple (stated for hotel/spa option),kambo; sananga; snuff,,aftercare_included,Mindfulness meditation; Massages; Spa treatments; Afterglow workshops; Preparation workshops; Consulting call,359,6000,USD,359,6000,,,,Online preparation; Personalized transport; Ayahuasca ceremony; Private cottage accommodation; Breakfast; Research-based integration; Massages (hotel/spa option); Spa treatments (hotel/spa option); Afterglow workshops,,False,indigenous-healer-on-staff,True,False,"Yawanawá tribe; Xinã, a Pajé from the Yawanawá tribe",Yawanawá,Yawanawá tribe,,"Daniel Greiner (Founder/CEO, Practitioner); Xina Yawanawa (Pajé); Mariana Ribeiro (Team/Medical Staff)",1,1,,True,distinct_roles,Pajé,,0,1,2,community_sourced,True,,Practice reciprocity with local communities? Yes [https://thethirdwave.co/directory/retreats/ayahuasca/sao-paulo/ayawakening-personalized-retreats-ceremonies-in-brazil/]; Medicine sourced directly from the Yawanawá tribe [https://thethirdwave.co/directory/retreats/ayahuasca/sao-paulo/ayawakening-personalized-retreats-ceremonies-in-brazil/],True,False,True,False,0,,,medium,,,https://ayawakening.com/; https://thethirdwave.co/directory/retreats/ayahuasca/sao-paulo/ayawakening-personalized-retreats-ceremonies-in-brazil/; https://www.ayawakening.com/,2026-07-22T12:13:39.020855+00:00
web_search:ayawaskaretreat.com,Ayawaska Retreat,web_search,web_search,https://ayawaskaretreat.com,dostoevskifm@tutanota.com,https://ayawaskaretreat.com/en,Brazil,Santa Catarina,Florianopolis,-27.5973002,-48.5496098,"""other""","""organization""",ceremony_facilitation; retreat_package; integration_only,True,"""retreat_package""",,,10,russian,english; portuguese; russian,2,,rapé/hape; tobacco/mapacho (sacred tobacco/pipe); sananga; kambo; cacao; jurema; huachuma/wachuma (San Pedro); Santa Maria,True,"""ongoing""","yoga; breathwork/pranayama; sound therapy; rebirthing therapy; spiritual consultations; divination (búzios, tarot); floral baths implied; translator/interpreter at ceremonies",,,,,,,,,accommodation (retreat); food; assistant and translator; spiritual practices,,,trained-in-lineage,True,False,"Huni Kuin, Yawanawá (Яванава), Shanenawa (Шаненава), Kallawaya (Каллавайя), Zapotec (Запотека), Guarani (Гуарани), Fulni-ô (Фульни-о), Santo Daime, Umbanda-Sagrada, Puyánawa, Ashaninka",Santo Daime; Huni Kuin; Yawanawá; Shanenawa; Kallawaya; Zapotec; Guarani; Fulni-ô; vegetalismo/mestizo; Umbanda,"проверенные шаманы, целители, знахари, курандеро и молитвенные музыканты; традиции Huni Kuin, Яванава, Шаненава, Каллавайя, Запотека, Гуарани, Санто-Дайме, Умбанда-Саграда",Mbya Guarani,,,,,True,"""distinct_roles""","шаман, целитель, знахарь, курандеро, молитвенный музыкант","фасилитатор, ассистент, организатор, проводник",0,0,0,"""unspecified""",False,,,True,True,False,True,0,,,,,,https://ayawaskaretreat.com/en; https://ayawaskaretreat.com/pt; https://ayawaskaretreat.com/ru/articles; https://ayawaskaretreat.com/ru/integration; https://ayawaskaretreat.com/ru/reviews; https://ayawaskaretreat.com/ru/shamany; https://ayawaskaretreat.com/ru/shop; https://ayawaskaretreat.com/ru/team,2026-07-22T12:13:41.217300+00:00
retreatguru:4103,Bahia Vacations,retreatguru,retreatguru,,,https://retreat.guru/centers/4103-1/bahia-vacations,Brazil,Bahia,Salvador da Bahia,-12.9541247,-38.4384872,other,organization,retreat_package; ceremony_facilitation,True,retreat_package,,,,english,,7,,,,,Yoga; Meditation; A/C in Rooms; Free Wifi; Spa; Sauna; Pool; Hot Tub; Fitness Center; Yoga Studio; Bicycles For Rent; Tour Assistance; Restaurant; Cafe,1200,,USD,1200,,171,171,,Half board 3 star Hotel stay,,,no-stated-affiliation,False,False,,,,,Edu (Guide),,1,,True,only_facilitator_described,,Guide,0,0,1,,False,,,False,False,False,False,0,RetreatGuru None (0),,low,,,https://retreat.guru/centers/4103-1/bahia-vacations,2026-07-22T12:13:48.754922+00:00
web_search:barquinhachica.blogspot.com,Barquinha Madrinha Chica (Centro Espírita Princípe Espadarte),web_search,web_search,http://barquinhachica.blogspot.com/,,,Brazil,Ceará,Fortaleza,-3.7932167,-38.5280359,,organization,ceremony_facilitation,True,congregational_ceremony,"Registered as ""Centro Espírita Princípe Espadarte"" (filial/branch of Barquinha da Madrinha Chica)",,,portuguese,portuguese,,,,,,,,,,,,,,,,,,trained-in-lineage,False,False,Barquinha da Madrinha Chica; founded in lineage of Mestre Daniel Pereira de Mattos; Daime supplied by Sebastião Mota de Melo (Padrinho Sebastião),Barquinha; Santo Daime,Barquinha / Santa Luz do Daime,,José Ribamar (dirigente),,,,True,only_healer_described,dirigente,irmão,0,1,0,,,,,False,False,False,False,0,,http://revistaespirit.com/barquinha2.html,low,,,http://barquinhachica.blogspot.com/,2026-07-22T12:13:45.376873+00:00
google_places:ayahuascaretreatbrazil.com,Brahmatma Diva Ayahuasca Retreat,google_places,google_places,https://ayahuascaretreatbrazil.com/,,https://ayahuascaretreatbrazil.com/,Brazil,Rio de Janeiro,Itatiaia,-22.4955278,-44.5633108,mountain,organization,ceremony_facilitation; retreat_package,True,retreat_package,"Ayahuasca is presented within a traditional context, respecting local laws",,,english,,,,,,,"holistic, integrative therapies",,,,,,,,,,,,trained-in-lineage,False,False,,,sacred indigenous ancestral medicine; ancestral traditions; ancient Amazonian plant lineage,,Bruno Veiga Valentim (contact),,,,False,unclear,,,0,0,1,,False,,,True,False,False,False,0,Google 5.0 (None),,medium,,,https://ayahuascaretreatbrazil.com/,2026-07-22T12:14:13.913815+00:00
web_search:cecnovaterra.com.br,CEC Nova Terra,web_search,web_search,https://cecnovaterra.com.br/,adriano@cecnovaterra.com.br,,Brazil,Distrito Federal,Brasília,-15.7939869,-47.8828,other,organization,ceremony_facilitation; retreat_package,True,retreat_package,O uso da ayahuasca é legalizado e regulado no Brasil desde 2004,2016,,portuguese,portuguese,3,,tabaco xamânico; rapé; sananga,False,,,,,,,,,,,,,,trained-in-lineage,False,False,,xamanismo; práticas xamânicas,"práticas xamânicas e terapias integrativas, livres de crenças limitantes e religiosas",,Adriano (facilitador); Rebeca (unclear),,,,True,only_facilitator_described,,facilitador,0,1,1,unspecified,False,,,True,True,True,True,0,Google None (None),,medium,,,https://cecnovaterra.com.br/,2026-07-22T12:14:06.940420+00:00
google_places:caminhosagrado.com.br,Caminho Sagrado,google_places,google_places,http://www.caminhosagrado.com.br/,,,Brazil,,,-10.3333333,-53.2,unclear,organization,ceremony_facilitation,True,congregational_ceremony,,,,portuguese,portuguese,,,,,,Animais de Poder (Power Animals ceremony); Cerimônia da Prosperidade (Prosperity Ceremony); Jornada Xamânica (Shamanic Journey); Roda da Medicina (Medicine Wheel); Sagrado Feminino (Sacred Feminine); Temazcal; Trabalho da Africa (Africa Work); Trabalho do Oriente (Orient Work),85,120,BRL,16.42,23.19,,,,,,True,trained-in-lineage,False,False,,xamanismo; medicinas da floresta,"xamanismo, conhecimentos tradicionais de diversas culturas",,Tatiana (facilitator),,,,False,unclear,,,1,0,0,unspecified,False,,,True,False,False,True,0,,,medium,,,http://www.caminhosagrado.com.br/,2026-07-22T12:13:48.876630+00:00
web_search:caminhodaluzdaime.com.br,Caminho da Luz,web_search,web_search,https://caminhodaluzdaime.com.br/,,https://caminhodaluzdaime.com.br/,Brazil,São Paulo,Sorocaba,-23.5003451,-47.4582864,urban-adjacent,organization,ceremony_facilitation,True,congregational_ceremony,Self-described as a spiritual center / church (igreja); member of Filhos do Céu Sagrado. Santo Daime use is framed as religious sacrament (legally recognized in Brazil).,2014,,portuguese,portuguese,,Original: 2 or 3 consagrações; Sementes: 1 + 1 optional; Estudos: 1 + 1 optional; Despertar: 2 ceremonies,,False,during_only,"Florescer (women-only ceremony, twice yearly); Sementes (beginner sessions); Estudos (thematic study sessions); Despertar (4-hour format with meditations and content)",60,100,BRL,11.59,19.32,,,,parking; air conditioning; bathrooms; EVA mats; blankets; team of carers/support staff,,False,trained-in-lineage,False,False,"Filhos do Céu Sagrado (stated as parent church: ""uma das maiores igrejas de Santo Daime do mundo"")",Santo Daime,Santo Daime / Ayahuasca; doutrina de origem cristã; universalismo,,João Carlos Pedrão (Dirigente),,,,True,distinct_roles,Dirigente,cuidadores,0,1,0,none,False,,"Caridade (charity) is stated as a core mission alongside spiritual work: 'Ajudando ao outro, eu vou me ajudando.' [https://caminhodaluzdaime.com.br/]",True,False,False,True,0,,,high,,,https://caminhodaluzdaime.com.br/,2026-07-22T12:13:47.331190+00:00
google_places:ceusagrado.com.br,Centro Espiritual Céu Sagrado,google_places,google_places,https://ceusagrado.com.br/,contato@ceusagrado.com.br,,Brazil,São Paulo,Sorocaba,-23.5003451,-47.4582864,other,organization,ceremony_facilitation,True,congregational_ceremony,Igreja (church) pertencente à religião do Santo Daime. Registered as Centro Espirital Ceeu Sagrado Ltda. CNPJ: 04.259.417/0001-24,1997,,portuguese,Portuguese,,,,,,,,,,,,,,,,,,trained-in-lineage,False,False,,Santo Daime,Doutrina do Santo Daime,,Fernando Dini Neto (fundador),,,,True,unclear,,,0,1,0,unspecified,False,,,True,True,False,True,0,,,medium,,,https://ceusagrado.com.br/,2026-07-22T12:13:33.832578+00:00
google_places:barquinha.blogspot.com.br,Centro Espírita Beneficente São Francisco das Chagas - Barquinha Missão de Luz,google_places,google_places,http://barquinha.blogspot.com.br/,,http://barquinha.blogspot.com.br/p/contatos.html,Brazil,,,-10.3333333,-53.2,,organization,ceremony_facilitation,True,congregational_ceremony,"Named ""Centro Espírita Beneficente"" (Spiritist Beneficent Centre), indicating a formally registered religious/charitable entity under Brazilian law.",,,portuguese,portuguese,,,,,,,,,,,,,,,,,,trained-in-lineage,False,False,Barquinha / Missão de Luz founded by Mestre Sabá,Barquinha,Barquinha / Santos Exércitos de Jesus Cristo e de Nossa Senhora da Conceição,,Mestre Sabá (Bom Irmão Amigo Mestre),,,,True,only_healer_described,Mestre,,0,1,0,,,,,,False,,False,0,,,low,,,http://barquinha.blogspot.com.br/,2026-07-22T12:14:14.031601+00:00
